tokens,aspect_tags,total_aspects,has_aspect,fold,review
"['Na', 'descrição', 'informa', 'que', 'é', '120hz', 'mas', 'não', 'é', ',', 'somado', 'a', 'isso', 'também', 'o', 'sistema', 'smart', 'é', 'muito', 'lento', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1,8,788
"['Recomendo', 'este', 'produto', 'ótima', 'qualidade', ',', 'parabéns', 'Shoptime', 'entregou', 'antes', 'do', 'tempo', 'marcado']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,789
"['Então', 'o', 'problema', 'é', 'nas', 'mensagem', 'que', 'não', 'conseguimos', 'ler']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1,8,790
"['Produto', 'de', 'ótima', 'qualidade', '.', 'Boa', 'recepção', 'wi-fi', ',', 'ótima', 'imagem', ',', 'nota', '10', '.']","[1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0]",3,1,8,791
"['Chegou', 'bem', 'antes', 'do', 'prazo', '.', 'Leve', ',', 'facil', 'de', 'utilizar', 'e', 'instalar', '.', 'Recomendo', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,792
"['Adorei', 'a', 'TV', ',', 'tem', 'aplicativo', 'do', 'Netflix', 'e', 'memória', 'interna', 'para', 'baixar', 'outros', '.', 'Som', 'e', 'imagem', 'muito', 'bons', '.']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",5,1,8,793
"['Ótimo', 'produto', ',', 'com', 'ótima', 'imagem', '.', 'O', 'preço', 'estava', 'muito', 'bom', '.', 'E', 'a', 'entrega', 'foi', 'incrivelmente', 'rápida', '.']","[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",4,1,8,794
"['Muito', 'boa', ',', 'tenho', 'uma', 'outra', 'smart', 'tv', 'de', 'outra', 'marca', 'q', 'a', 'internet', 'não', 'pega', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,795
"['O', 'produto', 'é', 'muito', 'Bom', 'gostei', 'muito', '.', 'e', 'chego', 'no', 'prazo', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,796
"['A', 'configuração', 'inicial', 'demorou', 'um', 'pouco', ',', 'mas', 'a', 'conexão', 'com', 'a', 'internet', 'ficou', 'mais', 'rápida', 'depois', 'das', 'configurações', 'iniciais', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,797
"['É', 'bonito', ',', 'boa', 'imagem', '...', 'porem', 'decepcionada', 'com', 'o', 'áudio', '....', 'muito', 'fraco', '...', 'chega', 'a', 'chiar', 'mesmo', 'fazendo', 'regulagens', 'na', 'opções', 'de', 'som', '.', 'De', 'resto', ',', 'muto', 'bom', '!']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,798
"['Entrega', 'rápida', 'e', 'ótimo', 'produto', '.', 'Só', 'não', 'consegui', 'assistir', 'a', 'canais', 'sem', 'antena', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,1,8,799
"['Produto', 'de', 'qualidade', ',', 'com', 'ótimos', 'recursos', ',', 'entregue', 'dentro', 'do', 'prazo', '.', 'Recomendo', 'o', 'produto', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",4,1,8,800
"['o', 'produto', 'chegou', 'totalmente', 'danificado', 'motivo', 'pelo', 'qual', 'cancelei', 'a', 'compra', 'e', 'devolvi', 'o', 'mesmo']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,801
"['Bom', 'produto', ',', 'mas', 'o', 'som', 'poderia', 'ser', 'melhor', '.', 'em', 'relação', 'as', 'outras', 'Tvs', 'da', 'Samsung', 'essa', 'tem', 'o', 'som', 'mediano', '.']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,1,8,802
"['Recomendo', 'muito', 'bom', 'o', 'produto', 'compraria', 'de', 'novo', 'o', 'tamanho', 'ideal']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",2,1,8,803
"['cumpre', 'perfeitamente', 'todos', 'os', 'requisitos', ',', 'pois', 'é', 'de', 'ótima', 'qualidade']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,804
"['Ótimo', 'produto', 'e', 'a', 'entrega', 'super', 'rápida', '.', 'Submarino', 'está', 'de', 'parabéns', 'com', 'a', 'logística', '.']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,805
"['Gostei', 'muito', 'da', 'Tv', ',', 'fácil', 'instalação', 'e', 'configuração', '.', 'Estou', 'aproveitando', 'muito']","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",3,1,8,806
"['indico', 'a', 'qualquer', 'pessoa', 'a', 'adequiri', 'este', 'produto', 'porque', 'é', 'de', 'excelente', 'qualidade']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1,8,807
"['Foi', 'comprado', 'para', 'presente', 'de', 'casamente', 'de', 'uma', 'amiga', ',', 'ela', 'tem', 'falado', 'maravilhas', 'do', 'produto', '.', 'E', 'o', 'Submarino', 'esta', 'de', 'parabens', ',', 'entrega', 'rápida', ',', 'tudo', 'certo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,1,8,808
"['produto', 'excelente', ',', 'gostei', 'muito', ',', 'eu', 'o', 'recomendo', ',', 'muito', 'bom', 'mesmo']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,809
"['Adorei', 'o', 'produto', '.', 'Podem', 'comprar', 'sem', 'medo', '.', 'Fiquei', 'muito', 'feliz', 'com', 'este', 'produto', 'e', 'doi', 'entregue', 'dentro', 'do', 'prazo', 'estabelecido', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,810
"['Ótimo', 'produto', '.', 'Algumas', 'pessoas', 'reclamaram', 'da', 'qualidade', 'do', 'som', '.', 'Bom', ',', 'na', 'hr', 'q', 'liguei', 'tbém', 'achei', 'meio', 'baixo', ',', 'mas', 'd', 'aí', 'fui', 'nas', 'configurações', ',', 'fiz', 'algumas', 'alterações', 'lá', 'e', 'ficou', 'ótimo', '!']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,811
"['essa', 'tv', 'é', 'muito', 'boa', ',', 'recomendo', 'a', 'compra', ',', 'boa', 'para', 'o', 'quarto', ',', 'para', 'sala', 'ja', 'é', 'melhor', 'uma', 'maior']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,812
"['O', 'produto', 'estava', 'bem', 'embalado', 'e', 'em', 'ordem', '.', 'Já', 'o', 'conhecia', 'e', 'recomendo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,813
"['Ótimo', 'muito', 'bom', 'mesmo', 'leve', 'recomendo', 'e', 'de', 'fácil', 'configuração']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1,8,814
"['ÓTIMA', 'TV', ',', 'ENTREGA', 'RÁPIDA', '.', 'FÁCIL', 'CONFIGURAÇÃO', '.', 'SMART', 'SHOW', 'DE', 'BOLA', '.']","[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",4,1,8,815
"['Tv', 'top', ',', 'aplicativo', 'netflix', ',', 'youtube', 'e', 'outros', ',', 'fácil', 'de', 'configurar', 'e', 'instalar', ',', 'única', 'coisa', 'contra', 'e', 'os', 'pés', ',', 'recomendo', 'colocar', 'no', 'painel', 'ou', 'parede', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,8,816
"['O', 'designer', 'da', 'TV', 'é', 'linda', 'gosto', 'da', 'marca', 'e', 'tudo', 'que', 'ela', 'oferece', '.', 'Já', 'é', 'a', 'segunda', 'que', 'compro', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,817
"['Faz', 'o', 'que', 'é', 'proposto', ',', 'tudo', 'ok', '.', 'Imagem', 'boa', 'pelo', 'tamanho', ',', 'conecta', 'bem', 'na', 'internet', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,1,8,818
"['Ótima', 'TV', ',', 'para', 'um', 'quarto', 'é', 'perfeita', '.', 'Smart', 'funciona', 'muito', 'bem', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,1,8,819
"['Gostei', 'muito', 'do', 'produto', ',', 'deixou', 'a', 'desejar', 'apenas', 'o', 'áudio', 'que', 'é', 'bem', 'fraco', '.', 'De', 'resto', 'a', 'TV', 'está', 'sendo', 'ótima', 'até', 'o', 'momento', '!']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1,8,820
"['Gostei', '!', 'Já', 'adquiri', 'outro', 'produto', 'd', 'esta', 'marca', 'ee', 'fiquei', 'bem', 'feliz', '!', 'Vale', 'a', 'pena', '!', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,821
"['Estou', 'satisfeito', 'com', 'a', 'aquisição', '...', 'e', 'prazo', 'de', 'entrega', 'foi', 'excelente', '..']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]",1,1,8,822
"['Não', 'tenho', 'nada', 'a', 'reclamar', ',', 'a', 'TV', 'Led', '32', 'da', 'Samsung', 'está', 'satisfazendo', 'todas', 'as', 'minhas', 'expectativas', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,823
"['Americanas', 'nota', 'dez', ',', 'produto', 'de', 'excelente', 'qualidade', 'estou', 'muito', 'satisfeito', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1,8,824
"['Dei', 'a', 'TV', 'de', 'presente', 'para', 'o', 'meu', 'Neto', ',', 'e', 'está', 'tudo', 'OK', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,4,825
"['Excelente', 'Smart', 'TV', '!', 'ADOREI', '.', 'O', 'frente', 'nem', 'se', 'fala', ',', 'chegou', 'bem', 'antes', 'do', 'prazo', 'dado', '.', 'super', 'recomendo', '.']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,826
"['gostei', 'do', 'produto', ',', 'recomendo', 'a', 'todos', '.', 'Preço', 'bom', 'e', 'qualidade', 'boa']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,1,8,827
"['Som', 'deixar', 'um', 'pouco', 'a', 'desejar', 'em', 'relação', 'a', 'outras', 'TVs', 'que', 'tenho', 'até', 'mesmo', 'da', 'própria', 'marca', ',', 'de', 'resto', 'é', 'uma', 'boa', 'tv']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,1,8,828
"['PRODUTO', 'EXCELENTE', ',', 'CHEGOU', 'MUITO', 'RÁPIDO', '.', 'ATINGIU', 'TODAS', 'AS', 'MINHAS', 'EXPECTATIVAS', '.', 'SUPER', 'RECOMENDO', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,829
"['Produto', 'chegou', 'antes', 'do', 'prazo', ',', 'bem', 'embalado', ',', 'tudo', 'funcionando', ',', 'tudo', 'certo', 'recomendo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,830
"['Otima', 'imagem', 'e', 'som', '...', 'super', 'recomendo', '..', 'comprei', 'uma', 'e', 'gostei', 'tanto', 'do', 'preço', 'e', 'qualidade', 'que', 'comprei', 'outra', 'idêntica', 'para', 'meu', 'noivo', '.', 'Entrega', 'super', 'rápida', ',', 'recebi', 'em', '5', 'dias', 'úteis', '.']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,8,831
"['Entrega', 'dentro', 'do', 'prazo', 'previsto', '.', 'Tem', 'navegador', 'para', 'internet', 'bom', ',', 'mas', 'a', 'SmarTV', 'tem', 'um', 'delay', 'que', 'prejudica', 'suas', 'funções', '.']","[1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,8,832
"['Gostei', 'muito', 'do', 'produto', 'e', 'chegou', 'mais', 'rápido', 'do', 'que', 'esperava', '.', 'Não', 'tenho', 'o', 'que', 'reclamar', ',', 'recomendaria', 'smart', 'TV', 'Samsung', 'e', 'as', 'lojas', 'americanas', '.', 'Glória', 'Ramade']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]",2,1,8,833
"['O', 'volume', ',', 'imagem', ',', 'função', 'smart', 'n', 'tem', 'defeito', ',', 'a', 'tv', 'é', 'leve', ',', 'a', 'entrega', 'da', 'americanas', 'foi', 'mto', 'rápida', ',', 'e', 'isso', 'porque', 'comprei', 'na', 'semana', 'do', 'Black', 'Friday', '.']","[0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,8,834
"['chegou', 'muito', 'rápido', '.', 'E', 'a', 'qualidade', 'é', 'muito', 'boa', '.', 'Eu', 'recomendo', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,8,835
"['Não', 'tem', 'entrada', 'de', 'fone', 'de', 'ouvido', ',', 'deixou', 'a', 'desejar', '!', '!', '!']","[0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",1,1,8,836
"['Muito', 'bom', '.', 'Gostei', 'muito', 'da', 'tv', '.', 'Otima', 'qualidade', 'e', 'funções', 'muito', 'práticas', '.', 'Recomendo', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,1,8,837
"['Qualidade', 'não', 'tem', 'igual', ',', 'muito', 'bom', '.', 'Acabamento', 'fino', 'e', 'recursos', 'incríveis', ',', 'principalmente', 'o', 'recurso', 'futebol', '.', 'Entrega', 'super', 'rápida', 'pela', 'Americanas', '.', 'Obrigado', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1,8,838
"['Produto', 'bom', ',', 'superou', 'a', 'minha', 'espectativa', '.', 'O', 'que', 'eu', 'mais', 'gostei', 'foi', 'poder', 'acessar', 'o', 'YouTube', 'diretamente', 'da', 'TV', ',', 'assistir', 'filme', ',', 'desenho', ',', 'etc', '...']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,839
"['Ótimo', 'produto', ',', 'americanas', 'como', 'sempre', 'com', 'excelente', 'atendimento', '.', 'Amei', ',', 'exatamente', 'o', 'que', 'eu', 'esperava', '!', '!', '!']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,840
"['Entrega', 'rápida', ',', 'antes', 'do', 'previsto', ',', 'produto', 'original', 'com', 'garantia', ',', 'ótima', 'SMART', '.', 'Recomendo']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",3,1,8,841
"['Produto', 'bom', '!', 'Imagem', 'boa', '.', 'Único', 'defeito', 'é', 'a', 'demora', 'para', 'iniciar', 'a', 'opção', 'smart', '...']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",3,1,8,842
"['tv', 'de', 'baixa', 'qualidade', '.', 'Conexão', 'lenta', ',', 'processamento', 'd', 'ela', 'lento', '.', 'As', 'vezes', 'trava', 'de', 'um', 'jeito', 'que', 'tem', 'q', 'ligar', 'e', 'desligar', 'na', 'tomada', '.']","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,8,843
"['Muito', 'boa', 'TV', '!', 'Bons', 'recursos', 'e', 'imagem', 'excelente', '!', 'O', 'som', 'poderia', 'ser', 'melhor', ',', 'mas', 'nada', 'de', 'tão', 'ruim', '...']","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,8,844
"['Tv', 'maravilhosa', ',', 'realmente', 'smart', ',', 'design', 'lindo', ',', 'e', 'é', 'Samsung', ',', 'nem', 'precisa', 'dizer', 'mais', '!', '!', 'E', 'como', 'sempre', 'a', 'entrega', 'da', 'Americanas', 'é', '100000000', '!', '!', '!']","[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",4,1,8,845
"['Produto', 'de', 'boa', 'qualidade', '..', 'Apesar', 'de', 'ter', 'montado', 'e', 'a', 'TVe', 'ela', 'ter', 'ficado', 'um', 'pouco', 'inclinada', 'para', 'frente', '(', 'o', 'que', 'não', 'tenho', 'certeza', 'se', 'é', 'normal', ')', 'ficou', 'ótima', ',', 'funcionando', 'perfeitamente', 'e', 'sem', 'demora', '.', 'Recomendo', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,846
"['A', 'smart', 'Tv', 'da', 'samsung', 'é', 'muito', 'boa', '.', 'Eu', 'tenho', 'duas', 'e', 'comprei', 'mais', 'essa', 'agora', 'pro', 'meu', 'filho', '!', 'Sem', 'falar', 'na', 'entrega', 'que', 'foi', 'em', '4', 'dias', '!', 'Obrigado', 'americanas', ',', 'pelo', 'respeito', 'e', 'atenção', 'que', 'sempre', 'teve', 'comigo', ',', 'com', 'os', 'produtos', 'sempre', 'chegando', 'em', 'perfeito', 'estado', 'e', 'com', 'rapidez', '!', '!']","[0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,847
"['O', 'modelo', 'da', 'televisão', 'já', 'não', 'tem', 'mais', 'o', 'spotify', ',', 'e', 'a', 'TV', 'abaixa', 'o', 'volume', 'sozinha', 'entre', 'uma', 'música', 'e', 'outra', 'quando', 'no', 'app', 'do', 'Youtube', 'pelo', 'Smarthub', '.', 'Do', 'restante', 'nada', 'a', 'reclamar', ',', 'cumpre', 'com', 'as', 'expectativas', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,8,848
"['Atende', 'mais', 'que', 'o', 'básico', 'pela', 'faixa', 'de', 'preço', ';', 'tem', 'boa', 'memoria', 'interna', 'para', 'aplicativo', 'Smart', ';', 'design', 'moderno', 'fica', 'bem', 'no', 'quarto', ';', 'imagem', 'muito', 'boa', ',', 'wifi', 'funciona', 'bem', 'não', 'fica', 'caindo', 'conexão', '...', 'Ruim', 'é', 'o', 'som', ',', 'as', 'caixas', 'são', 'muito', 'fracas', 'e', 'não', 'entregam', '10', 'WRMS', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,1,8,849
"['Excelente', 'produto', ',', 'agora', 'assisto', 'a', 'TV', 'com', 'uma', 'super', 'imagem', ',', 'conversor', 'digital', ',', 'e', 'de', 'quebra', 'posso', 'assistir', 'filmes', 'na', 'Netflix', 'ou', 'Vídeos', 'no', 'Youtube', 'quando', 'quero', 'aulas', 'de', 'alongamento', ',', 'relaxamento', ',', 'ou', 'qualquer', 'outro', 'tutorial']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,850
"['A', 'TV', 'e', 'bem', 'rápida', 'e', 'promete', 'tudo', 'que', 'tem', 'no', 'anúncio', ',', 'entrega', 'chegou', 'com', '3', 'dias', 'de', 'antecedência', ',', 'ela', 'é', 'realmente', 'grande', ',', 'tem', 'muitos', 'aplicativos', ',', 'já', 'tive', 'tv', 'Samsung', 'que', 'durou', '5', 'anos', 'e', 'vendi', 'com', 'ela', 'funcionando', 'normal', ',', 'mais', 'a', 'opção', 'de', 'garantia', 'estendida', 'ajudaria', 'muito', 'quem', 'for', 'comprar', ',', 'utilizem', 'ela', 'com', 'estabilizador', 'de', '1000va']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,8,851
"['A', 'Tv', 'em', 'si', 'é', 'boa', ',', 'com', 'imagem', 'de', 'qualidade', ',', 'só', 'o', 'som', 'é', 'mais', 'fraco', 'e', 'os', 'pézinhos', 'sendo', 'laterais', 'ficaram', 'ruim', 'num', 'hack', 'pequeno', ',', 'se', 'o', 'pé', 'fosse', 'central', 'seria', 'melhor', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,8,852
"['Tirando', 'o', 'sistema', 'operacional', 'da', 'TV', 'ela', 'tem', 'uma', 'belíssima', 'imagem', 'e', 'o', 'designe', 'tbm', 'é', 'de', '1ª', ',', 'já', 'a', 'função', 'SMART', 'é', 'péssima', ',', 'porem', 'você', 'pode', 'usar', 'o', 'seu', 'celular', 'como', 'o', 'chomercast', 'e', 'paradear', 'o', 'mesmo', 'com', 'a', 'tv', 'que', 'resolve', 'esse', 'problema', 'do', 'sistema', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,8,853
"['A', 'TV', 'chegou', 'com', 'um', 'dia', 'de', 'atraso', ',', 'mas', 'fiquei', 'tranquila', 'porque', 'pelo', 'acompanhamento', 'do', 'pedido', ',', 'a', 'entrega', 'seria', 'feita', 'dentro', 'de', 'algumas', 'horas', '.', 'Ótima', 'TV', ',', 'de', 'fácil', 'instalação', 'e', 'manuseio', '!', '!', '!', 'Eu', 'recomendo', '!', '!', '!', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,8,854
"['a', 'smart', 'tv', '32', 'samsung', 'é', 'de', 'simples', 'operação', 'e', 'com', 'muitos', 'recursos', '.', 'Eu', 'acredito', 'que', 'a', 'samsung', 'tenha', 'resolvido', 'o', 'problema', 'de', 'vico', 'oculto', 'que', 'ocorria', 'nas', 'smart', 'tv', 'pouco', 'mais', 'antiga', '.', 'O', 'shoptimer', 'e', 'a', 'entrega', 'é', 'nota', '1000', ',']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,1,8,855
"['Seria', 'perfeita', 'se', 'não', 'fosse', 'a', 'oscilação', 'na', 'conexão', 'wifi', ',', 'pois', 'não', 'sei', 'se', 'é', 'um', 'problema', 'crônico', 'ou', 'simplesmente', '""', '""', 'dei', 'azar', '""', '""', ';', 'Já', 'com', 'relação', 'a', 'o', 'áudio', 'poderia', 'ser', 'um', 'pouco', 'mais', 'potente', ',', 'contudo', 'não', 'interfere', 'na', 'qualidade', 'do', 'produto', ',', 'no', 'mais', 'só', 'vantagens', 'comparando', 'a', 'os', 'concorrentes', ',', 'sendo', 'assim', 'eu', 'recomendo', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,8,856
