tokens,aspect_tags,author,num_aspects,has_aspect,fold
"[')', ',', 'que', 'ser', 'rechaçar', 'por', 'empregar', 'e', 'donas-de-casa', ',', 'que', 'ser', 'amparar', 'por', 'um', 'padrar', 'suspeitar', 'de', 'ser', 'comunista', ',', 'que', 'só', 'querer', 'o', 'alegria', 'e', 'o', 'confortar', 'de', 'umar', 'Pátria', 'e', 'umar', 'Família', 'comer', 'cada', 'um', 'de', 'nó', '...', 'Obra-prima', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['liberdade', 'ser', 'comer', 'o', 'sol', ',', 'o', 'bem', 'maior', 'de', 'o', 'mundo']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Terminei', 'o', 'livrar', 'com', 'o', 'meu', 'lado', 'revolucionário', 'aflorar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Apesar', 'de', 'ter', 'achar', 'um', 'pouco', 'chato', 'em', 'o', 'comedir', ',', 'confessar', 'que', 'mudar', 'completamente', 'de', 'opnião', 'sobrar', 'este', 'livrar', 'espetacular', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",amado,2,1,6
"['Jorge', 'Amado', 'o', 'o', 'escrever', 'capitão', 'de', 'arear', ',', 'usar', 'de', 'todo', 'o', 'seu', 'talento', ',', 'ser', 'interessante', 'comer', 'em', 'um', 'livrar', 'de', 'menino', 'de', 'ruir', ',', 'que', 'viver', 'em', 'o', 'verdadeiro', 'miséria', ';', 'poder', 'encontrar', 'assunto', 'tão', 'diversoos', ',', 'comer', ':', 'o', 'religão', ',', 'que', 'mostrar', 'o', 'catolicismo', 'e', 'o', 'candomblé', ',', 'em', 'o', 'figurar', 'de', 'o', 'Padre', 'José', 'Pedro', 'e', ""Don'Aninha"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['O', 'amor', 'inocentar', 'e', 'desconhecer', 'de', 'Dora', 'e', 'Pedro', 'balir', ',', 'o', 'prazer', 'de', 'o', 'sexo', ';', 'encontrar', 'por', 'o', 'menino', 'antar', 'mesmo', 'de', 'se', 'tornar', 'adulto', ',', 'o', 'carencia', 'por', 'um', 'amor', 'fraternal', ',', 'o', 'desigualdade', 'social', 'e', 'cultural', ',', 'o', 'descasar', 'de', 'o', 'autoridade', ',', 'o', 'sonho', 'e', 'desejo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Os', 'capitão', 'de', 'arear', 'ser', 'criança', ',', 'pobre', ',', 'sem', 'estudo', 'e', 'maltrapilho', ';', 'porém', ',', 'com', 'o', 'coração', 'de', 'adulto', ';', 'preservar', 'o', 'amigo', ',', 'respeitar', 'o', 'lei', ';', 'não', 'o', 'nosso', ';', 'mas', 'o', 'lei', 'de', 'ele', ',', 'o', 'de', 'o', 'capitão', 'de', 'arear', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['É', 'triste', 'ler', 'e', 'lembrar', 'que', 'existir', 'varios', '""', 'capitão', 'de', 'arear', '""', 'por', 'aí', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Por', 'o', 'ruir', ',', 'em', 'o', 'frio', ',', 'com', 'fome', 'e', 'ser', ',', 'necessitar', 'de', 'caro', 'e', 'atenção', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['É', 'triste', 'e', 'revoltante', 'comer', 'existir', 'pessoa', 'que', 'não', 'se', 'importar', 'verdadeiramente', 'com', 'esse', 'criança', ',', 'não', 'perceber', 'que', 'o', 'futurar', 'de', 'ele', 'ser', 'tambem', 'o', 'futurar', 'de', 'o', 'nosso', 'pai', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['perene', ',', 'sem', 'dúvida', '.']","[0, 0, 0, 0, 0]",amado,0,0,6
"['Indubitavelmente', 'ser', 'um', 'clássico', 'de', 'o', 'literatura', 'brasileiro', 'e', 'um', 'livrar', 'parir', 'todo', 'o', 'vidar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Diferente', 'de', 'o', 'tanto', 'outro', 'vezar', ',', 'o', 'o', 'terminar', 'de', 'ler', '-', 'o', 'ser', 'tomar', 'por', 'umar', 'sensação', 'estranho', ';', 'indescritível', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Uma', 'misturar', 'de', 'tristeza', ',', 'impotência', 'e', 'o', 'o', 'mesmo', 'tempo', 'muito', 'pesar', 'por', 'haver', 'terminar', 'o', 'leitura', '-', 'grande', 'seriar', 'meu', 'alegria', 'se', 'o', 'livrar', 'ostentar', 'o', 'o', 'menos', 'duzentos', 'página', 'o', 'mais', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Obviamente', 'me', 'sentir', 'transformar', 'após', 'apreciar', 'umar', 'obrar', 'tão', 'grandioso', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",amado,1,1,6
"['A', 'narrativo', 'ser', 'desenvolvido', 'com', 'maestria', 'por', 'Jorge', 'Amado', ',', 'fazer', 'com', 'que', 'o', 'leitura', 'fluir', 'de', 'maneiro', 'bem', 'agradável', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",amado,2,1,6
"['Somos', 'arrebatar', 'desde', 'o', 'início', 'por', 'o', 'representação', 'gramatical', 'de', 'o', 'linguajar', 'malandrar', 'de', 'o', 'menino', ',', 'por', 'o', 'diferençar', 'de', 'personalidade', 'presente', 'em', 'cada', 'um', 'e', 'ser', 'claro', ',', 'por', 'o', 'variação', 'constante', 'de', 'cena', '-', 'sem', 'dúvida', 'umar', 'de', 'o', 'característico', 'mais', 'importante', 'de', 'o', 'enredar', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,2,1,6
"['A', 'obrar', 'não', 'ficar', 'estagnar', 'em', 'o', 'mesmo', 'pontar', 'e', 'primo', 'por', 'o', 'dinamismo', 'trazer', 'por', 'o', 'aventurar', 'de', 'o', 'Capitães', 'de', 'o', 'Areia', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['O', 'livrar', ',', 'acima', 'de', 'tudo', ',', 'ter', 'um', 'caráter', 'altamente', 'satírico', 'sobrar', 'o', 'sociedade', 'de', 'o', 'época', ',', 'altamente', 'descritivo', 'e', 'abstrato', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Em', 'comedir', ',', 'o', 'livrar', 'trazer', 'umar', 'maneiro', 'de', 'descrever', 'o', '""', 'Capitães', 'de', 'Areia', '""', ',', 'grupar', 'de', 'criança', 'abandonar', 'que', 'precisar', 'furtar', 'parir', 'sobreviver', ',', 'de', 'um', 'jeito', 'inédito', 'em', 'o', 'meu', 'ver', ';', 'apresentar', 'o', 'públicações', 'de', 'um', 'Jornal', 'sobrar', 'ele', ',', 'assim', 'comer', 'relato', 'de', 'pessoa', 'de', 'o', 'sociedade', 'tanto', 'sobrar', 'o', 'marginalidade', 'de', 'o', 'grupar', 'comer', 'o', 'questão', 'que', 'levar', 'ele', 'o', 'fazer', 'isso', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Opinam', 'entidade', 'social', ',', 'padrar', ',', 'mãe', 'de', 'um', 'de', 'o', 'menino', ',', 'polícia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Aqui', 'já', 'ser', 'realçar', 'umar', 'cena', 'bem', 'explorar', 'em', 'o', 'livrar', 'todo', ':', 'o', 'discriminação', 'por', 'pessoa', 'pobre', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Também', 'mostrar', 'o', 'tentativo', 'de', 'auxílio', 'A', 'A', 'esse', 'pessoa', 'por', 'partir', 'de', 'algum', 'pessoa', ',', 'comer', 'o', 'Padre', 'José', 'Pedro', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['A', 'o', 'decorrer', 'de', 'o', 'livrar', ',', 'haver', 'o', 'apresentação', 'de', 'o', 'personagem', 'principal', ':', 'Padre', 'José', 'Pedro', ',', 'Dona', 'Aninha', ',', 'Querido-De-Deus', ',', 'João', ',', 'Pedro', 'Bala', ',', 'João', 'Brandão', ',', 'Sem', 'Pernas', ',', 'Pirulito', ',', 'Boa-Vida', ',', 'Gato', ',', 'Professor', ',', 'Barandão', ',', 'VoltaSeca', ',', 'assim', 'comer', 'mostrar', 'o', 'personalidade', 'de', 'cada', 'um', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Com', 'o', 'passar', 'de', 'o', 'história', 'ser', 'mostrar', 'também', 'o', 'solidão', 'de', 'o', 'menino', ',', 'muito', 'vezar', 'usar', 'de', 'o', 'pederastia', 'parir', 'receber', 'caro', ';', 'o', 'sexualidade', 'ser', 'outro', 'importante', 'marcar', 'em', 'o', 'história', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['A', 'literatura', 'de', 'cordel', 'ser', 'plenamente', 'visto', 'em', 'o', 'obrar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Depois', 'de', 'desenrolar', ',', 'cena', 'que', 'explicar', 'o', 'final', 'de', 'cada', 'personagem', ',', 'chegar', 'outro', 'importante', 'personagem', ':', 'Dora', ',', 'que', 'juntar', 'com', 'seu', 'irmão', 'vir', 'parir', 'o', 'trapiche', '(', 'ambientar', 'principal', 'de', 'o', 'história', ')', ',', 'pois', 'perder', 'seu', 'pai', 'e', 'mãe', 'vítima', 'de', 'bexigar', '(', 'alastrim', '-', 'varíola', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Logo', 'quando', 'chegar', ',', 'trazido', 'por', 'o', 'Professor', 'e', 'por', 'o', 'João', 'Brandão', ',', 'o', 'menino', 'tentar', 'abusar', '-', 'o', ',', 'assim', 'comer', 'fazer', 'com', 'algum', 'menino', 'em', 'o', 'areal', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Porém', 'o', '2', 'que', 'o', 'trazer', 'o', 'defender', ',', 'depois', 'ajudar', 'por', 'o', 'Pedro', 'Bala', ',', 'que', 'proibir', 'mecherem', 'com', 'o', 'moço', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Ganhando', 'o', 'afeição', 'de', 'muito', ',', 'e', 'se', 'tornar', 'umar', 'espécie', 'de', 'mãe', 'parir', 'Pirulito', ',', 'Gato', 'e', 'Volta', 'Seca', ',', 'além', 'de', 'irmão', 'par', 'o', 'o', 'outro', ',', 'comer', 'parir', 'o', 'João', 'Brandão', 'e', 'pro', 'Boa-vida', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Pro', 'Pedro', 'e', 'pro', 'Professor', 'ele', 'ser', 'umar', 'noivo', 'desejar', ',', 'o', 'que', 'ser', 'corresponder', 'por', 'ele', 'o', 'o', 'Pedro', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Em', 'outro', 'cena', 'mostrar', 'Pedro', 'Bala', 'ser', 'capturar', 'e', 'conseguir', 'fazer', 'escapulir', 'algum', 'amigo', 'em', 'o', 'seu', 'furtar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Ele', 'ir', 'pro', 'reformatório', 'e', ',', 'Dora', ',', 'pro', 'Orfanato', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Depois', 'de', 'dia', 'sofrido', ',', 'doloroso', 'e', 'cruel', 'lá', 'ele', 'conseguir', 'finalmente', 'fugir', ',', 'ir', 'libertar', 'Dora', ',', 'que', 'ficar', 'altamente', 'com', 'febre', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Mesmo', 'ser', 'tratar', 'por', 'muito', ',', 'ele', 'acabar', 'falacendo', ',', 'nao', 'sem', 'antar', 'chamar', 'seu', 'amantar', 'Pedro', 'de', 'noivar', 'e', 'ele', 'fazer', 'amor', '(', 'ser', 'apenas', 'criança', 'de', '16-14', 'ano', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Em', 'o', '3', '°', 'e', 'ultimar', 'partir', ',', 'mostrar', 'Professor', ',', 'que', 'possuir', 'inteligência', 'nato', 'e', 'dom', 'artístico', 'se', 'mudar', 'parir', 'morar', 'com', 'um', 'artista', 'em', 'o', 'rir', ',', 'pra', 'depois', 'virar', 'famoso', 'Pintor', ';', 'Boa-Vida', 'virar', 'mais', 'um', 'malandrar', 'e', 'ser', 'procurar', 'por', 'o', 'polícia', ';', 'Sem-Pernas', ',', 'sem', 'amor', 'nenhum', ',', 'se', '""', 'vingar', '""', 'de', 'o', 'policiar', 'nao', 'se', 'entregar', 'e', 'se', 'suicidar', ';', 'VoltaSeca', 'ir', 'parir', 'o', 'nordeste', 'encontrar', 'seu', '""', 'Padrim', '""', ',', 'o', 'Lampião', ';', 'Joao', 'Brandao', 'ir', 'trabalhar', 'em', 'navio', ',', 'o', 'Gato', 'virar', 'gigolô', 'e', 'ser', 'presar', ';', 'Volta', 'seco', 'posteriormente', 'virar', 'um', 'temer', 'acompanhante', 'de', 'Lampião', 'e', 'ser', 'presar', ',', 'ter', 'em', 'contar', 'que', 'matar', '60', 'pessoa', ';', 'Padre', 'José', 'ir', 'parir', 'umar', 'cidade', 'de', 'o', 'interior', 'de', 'o', 'Nordeste', 'com', 'um', 'lugar', 'odne', 'rezar', 'o', 'missar', ';', 'Pirulito', 'virar', 'fradar', ',', 'e', ',', 'por', 'ultimar', ',', 'Pedro', 'Bala', 'virar', 'um', 'importante', 'grevista', ',', 'deixar', 'o', 'comandar', 'de', 'o', 'Capitães', 'de', 'Areia', 'parir', 'o', 'Barandão', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Em', 'sumir', ',', 'ser', 'um', 'ótimo', 'livrar', ',', 'fazer', '-', 'o', 'conhecer', 'o', 'realidade', 'de', 'algum', 'pessoa', 'que', 'ainda', 'existir', 'em', 'o', 'mundo', ',', 'assim', 'comer', 'o', 'necessidade', 'de', 'ele', ',', 'que', 'ser', 'mais', 'de', 'caro', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Parece', '-', 'se', 'muito', 'com', 'o', 'personagem', 'Santo', 'Cristo', 'de', 'o', 'músico', 'Faroeste', 'Caboclo', ',', 'com', 'um', 'misto', 'de', 'o', 'história', 'de', 'Peter', 'Pan', ',', 'que', 'me', 'dar', 'um', 'dejávu', 'quando', 'ser', 'narrar', 'o', 'sentimento', 'maternal', 'de', 'algum', 'garoto', 'por', 'Dora', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['o', 'melhorar', 'livro', '!']","[0, 0, 1, 0]",amado,1,1,6
"['O', 'livrar', 'tornar', 'o', 'leitor', 'íntimo', 'de', 'o', 'pequeno', 'criatura', ',', 'cada', 'umar', 'de', 'ele', 'com', 'suar', 'carência', 'e', 'ambição', '-', 'de', 'o', 'líder', 'Pedro', 'Bala', 'o', 'o', 'religioso', 'Pirulito', ',', 'de', 'o', 'ressentir', 'e', 'cruel', 'Sem-Pernas', 'o', 'o', 'aprendiz', 'de', 'cafetão', 'Gato', ',', 'de', 'o', 'sensato', 'Professor', 'o', 'o', 'rústico', 'sertanejo', 'Volta', 'Seca', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['AMEI', '!']","[0, 0]",amado,0,0,6
"['Consegui', 'ver', 'o', 'Salvador', 'que', 'Jorge', 'Amado', 'traçar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Consegui', 'ver', 'o', 'menino', 'correr', 'em', 'o', 'Cidade', 'Baixa', 'e', 'brincar', 'em', 'o', 'Trapiche', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
['!'],[0],amado,0,0,6
"['Confesso', 'que', 'ler', 'este', 'livrar', 'apenas', 'porque', 'ter', 'que', 'fazer', 'um', 'trabaho', 'de', 'o', 'escola', 'sobrar', 'ele', ',', 'entretanto', 'eu', 'ficar', 'surpreso', 'com', 'o', 'história', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",amado,1,1,6
"['A', 'o', 'contrário', 'de', 'esse', 'livro', '""', 'lançamento', '""', ',', 'Capitães', 'da', 'Areia', 'ser', 'sensível', ',', 'emocionante', 'e', 'não', 'ser', 'óbvio', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Você', 'ficar', 'o', 'livrar', 'inteirar', 'torcer', 'por', 'o', 'menino', 'abandonar', 'que', 'morar', 'em', 'o', 'orlar', 'marítma', 'de', 'Salvador', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['E', 'chorar', ',', 'sinceramente', '.']","[0, 0, 0, 0, 0]",amado,0,0,6
"['Um', 'romance', 'trágico', 'vir', 'em', 'o', 'dois', 'de', 'o', 'livrar', 'parir', 'acabar', 'de', 'vez', 'com', 'qualquer', 'dúvida', 'que', 'você', 'ter', 'sobrar', 'o', 'qualidade', 'de', 'o', 'livrar', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Pontos', 'Positivos', ':', 'Além', 'de', 'o', 'história', 'ser', 'tudo', 'de', 'bom', ',', 'ele', 'fazer', 'umar', 'grande', 'criticar', 'o', 'o', 'capitalismo', 'que', 'excluir', 'o', 'mas', 'necessitar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['E', '...', 'ESTA', 'EM', 'A', 'LISTA', 'DE', 'LEITURA', 'DE', 'OS', 'MELHORES', 'VESTIBULARES', 'PARA', '2011', 'E', '2012', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Boa', 'notícia', ',', 'não', '?']","[0, 0, 0, 0, 0]",amado,0,0,6
"['Pontos', 'Negativos', ':', 'Para', 'descrever', 'o', 'sentimento', 'de', 'o', 'personagem', ',', 'Jorge', 'Amado', 'repetir', 'muito', 'vezar', 'o', 'mesmo', 'coisa', '.']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
['Lindo'],[0],amado,0,0,6
"['Um', 'de', 'o', 'livro', 'mais', 'triste', 'que', 'já', 'ler', 'em', 'todo', 'meu', 'vidar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Confesso', 'que', 'chorar', 'muito', 'com', 'o', 'tragetória', 'de', 'o', 'garoto', 'que', 'se', 'denomiavam', 'Capitães', 'de', 'o', 'Areia', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Suas', 'vidar', 'sofrido', 'e', 'todo', 'acontecimento', 'que', 'acarretar', 'em', 'um', 'final', 'triste', 'e', 'pesaroso', ',', 'mas', 'impressionante', 'e', 'belo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Livro', 'bem', 'escrever', ',', 'com', 'algum', 'cena', 'forte', 'e', 'tocante', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Acho', 'que', 'ser', 'o', 'livrar', 'de', 'escola', 'que', 'mais', 'gostar', '!']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Porque', 'ser', 'simplesmente', 'poesia', ',', 'umar', 'poesia', 'triste', 'que', 'se', 'desfarça', 'de', 'alegrar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Lembro', 'que', 'eu', 'sonhar', 'com', 'aquele', 'menino', ',', 'que', 'sempre', 'que', 'eu', 'ver', 'umar', 'telhar', 'brilhar', 'em', 'o', 'sol', ',', 'lembrar', 'de', 'ele', 'e', 'de', 'o', ""'"", 'cidade', 'de', 'o', 'Bahia', ""'"", '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,1,1,6
"['Até', 'hoje', 'invejar', 'suar', 'liberdade', '.']","[0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Meninos', 'livre', ',', 'solto', ',', 'independente', ',', 'unir', ',', 'esquecido', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",amado,0,0,6
"['Meu', 'Coração']","[0, 0]",amado,0,0,6
